Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Middle East & North Africa (IDA & IBRD countries)","TMN","NA","435209159108.755","1072458294378.42","1191093803995.99","1316313767040.5","1375428463700.79","1568088694487.91","1655671655817.78","1640520035573.31","1509559091194.87","1501336678735.84","1444695345033.85"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Middle income","MIC","3245721601842.79","5297643825386.88","14834113076625.7","16185486464573.5","18362160908145.9","20709982899851.3","23829425008617.4","26066760880634.5","27319068658139","26907786770836.4","26669419838567.4","27409671085295.4"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","North America","NAC","6601959800526.21","10879397798188.3","16500159840981","16197652437269.2","16659072916508.2","17350447612990.4","18271457499200.6","18824014620572","19485640642552.3","19783481619364.2","19968488767330.9","20561287430671.8"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Not classified","INX","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","OECD members","OED","18486697429091.7","27522997107153","44488220951922","43947965655789.7","45296893039427","46932912524019.1","48614587807347.7","49712113823297.7","50086000457564.6","48992294236562.7","48145940001739.3","48487202073905.6"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Other small states","OSS","NA","NA","275532066968.729","279028187645.929","298552320418.903","331021736256.032","371264891283.975","408267603165.65","420480617023.289","407279999314.877","382228775410.935","372591293313.695"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Pacific island small states","PSS","2474134269.1807","3673684187.39732","6268466757.19417","6178563284.29761","6207427790.56044","6631202501.5902","7444838574.2348","8385317453.6396","8729415272.10324","8899275041.03169","8860014909.44192","9143320167.15697"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Post-demographic dividend","PST","18205259912418.3","26546208877541.6","42333545488933.6","41854433793937.9","43137099690523.2","44666825987476.5","46186902964109","47179916016708.8","47467919101808.5","46370312911297","45665365316385","46063005067334.9"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Pre-demographic dividend","PRE","148525265270.457","181321267127.994","666120946537.795","735507642150.165","836520794843.441","936675623526.089","1175305138329.1","1291471197168.88","1418774082436.47","1389051081044.72","1294541737963.76","1233103790267.13"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Small states","SST","NA","NA","341513740308.155","342873542785.932","363580273288.053","395596651471.491","444499272668.425","485553301638.154","498385962813.243","485849290080.67","457283940607.726","447124558923.821"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","South Asia","SAS","423275747922.237","610636323765.082","1513335276063.51","1702388012868.19","1891800600586.27","2144255366737.04","2355575587174.02","2464815875068.63","2573348630665.25","2687519535525.56","2857234383040.9","3117514280160.39"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","South Asia (IDA & IBRD)","TSA","423275747922.237","610636323765.082","1513335276063.51","1702388012868.19","1891800600586.27","2144255366737.04","2355575587174.02","2464815875068.63","2573348630665.25","2687519535525.56","2857234383040.9","3117514280160.39"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sub-Saharan Africa","SSF","293341824493.412","338067836938.398","956418101017.829","1012901136466.42","1129905516355.45","1274016738726.53","1512267140039.28","1606174539149.39","1713857580578.11","1672816613975.71","1569106565998.22","1542627288558.19"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sub-Saharan Africa (excluding high income)","SSA","292993031343.786","337473239762.048","955448090469.008","1012007992250.14","1128990557606.69","1273050775430.75","1511250785756.83","1605034227071.36","1712640529958.93","1671509075790.4","1567772935141.22","1541268231458.79"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Sub-Saharan Africa (IDA & IBRD countries)","TSS","293341824493.412","338067836938.398","956418101017.828","1012901136466.42","1129905516355.45","1274016738726.53","1512267140039.28","1606174539149.39","1713857580578.11","1672816613975.71","1569106565998.22","1542627288558.19"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Upper middle income","UMC","2342834943785.78","4071943366109.34","11600316689736","12606113424976.5","14325879655382.7","16142798253853.2","18598152955351.7","20480255616016.1","21475430987534.9","20988696237876.5","20616745327091.6","21103445249626"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","World","WLD","22236071873001.3","33517776676675.3","60418432706158.1","61345922739817.4","65033459906010.7","69215965793891.4","74259844810245","77811826286241.3","79496445049504.2","77951999618055.8","76872002966086.8","78060792606465.7"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Afghanistan","AFG","NA","NA","360","460","500","560","670","680","650","600","580","570"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Albania","ALB","680","1170","3950","4230","4360","4410","4360","4540","4540","4390","4320","4320"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Algeria","DZA","2360","1590","4200","4270","4460","4580","5140","5480","5470","4830","4360","3960"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","American Samoa","ASM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Andorra","AND","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Angola","AGO","760","360","2760","3190","3240","3390","3800","4340","4440","4030","3450","3330"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Antigua and Barbuda","ATG","6390","9230","14070","12570","11800","11520","11900","12020","12500","12850","13560","14170"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Argentina","ARG","3170","7440","7610","7730","9170","10610","11790","12770","12260","12300","11940","13040"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Armenia","ARM","NA","660","3600","3330","3470","3530","3880","4120","4150","4030","3770","4000"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Aruba","ABW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Australia","AUS","17300","21110","42270","43980","46550","50230","60060","65870","64980","60360","54130","51360"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Austria","AUT","20630","26790","49110","49000","49610","50590","50060","50700","50420","47630","45850","45440"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Azerbaijan","AZE","NA","610","3900","4830","5410","5560","6480","7450","7700","6550","4760","4080"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bahamas, The","BHS","11860","20330","23790","22270","21660","21330","28360","27990","27550","27920","27850","29170"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bahrain","BHR","7220","10940","20860","18830","18970","18440","19910","21710","21010","22660","21350","20240"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bangladesh","BGD","310","420","640","710","780","870","940","1010","1070","1190","1330","1470"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Barbados","BRB","7660","11010","15980","15570","15740","15340","15980","15920","15660","15310","15210","15540"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Belarus","BLR","NA","1380","5470","5590","6080","6210","6620","7010","7600","6720","5620","5280"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Belgium","BEL","19400","26040","46720","46270","47920","47080","47190","47400","46970","44230","42640","41790"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Belize","BLZ","2210","3150","3940","4070","3910","4140","4260","4310","4380","4580","4480","4390"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Benin","BEN","370","390","750","790","790","800","820","890","930","870","820","800"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bermuda","BMU","27060","NA","120490","111580","110440","107530","106080","106140","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bhutan","BTN","580","770","1730","1810","1970","2150","2290","2300","2330","2340","2510","2720"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bolivia","BOL","720","990","1490","1640","1810","2010","2280","2620","2870","3000","3080","3130"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bosnia and Herzegovina","BIH","NA","1480","4720","4960","4930","4970","4930","5180","5170","5050","4940","4940"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Botswana","BWA","2540","3020","5650","5260","5570","6630","7310","7580","7350","6680","6760","6820"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Brazil","BRA","2730","3860","7400","8070","9610","11010","12280","12730","12020","10100","8860","8580"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","British Virgin Islands","VGB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Brunei Darussalam","BRN","12460","14680","34160","32470","33300","35490","42290","45180","42930","38590","32890","29600"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Bulgaria","BGR","2250","1650","6100","6750","6980","7220","7420","7610","7720","7480","7580","7760"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Burkina Faso","BFA","330","250","520","550","570","600","650","690","680","620","610","610"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Burundi","BDI","220","130","190","190","210","230","260","280","290","280","280","290"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cabo Verde","CPV","890","1380","3230","3410","3330","3450","3380","3440","3310","3160","3040","2990"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cambodia","KHM","NA","300","670","700","750","810","880","970","1020","1060","1140","1230"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cameroon","CMR","950","680","1260","1340","1350","1380","1390","1450","1510","1470","1400","1360"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Canada","CAN","20480","22610","44810","43110","44370","47060","50900","52620","51930","47460","43880","42870"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cayman Islands","CYM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Central African Republic","CAF","460","250","410","450","470","480","500","330","340","360","380","390"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Chad","TCD","270","180","700","830","910","890","960","980","980","890","720","630"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Channel Islands","CHI","NA","42430","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Chile","CHL","2350","5090","10080","9980","10780","12380","14410","15360","15140","14270","13430","13610"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","China","CHN","330","940","3100","3690","4340","5060","5940","6800","7520","7950","8250","8690"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Colombia","COL","1220","2320","4660","5090","5540","6180","7140","7760","7970","7130","6350","5830"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Comoros","COM","570","420","730","780","790","800","810","830","830","790","770","760"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Congo, Dem. Rep.","COD","240","130","290","300","320","340","380","410","440","460","460","450"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Congo, Rep.","COG","900","550","1740","1840","2070","2060","2330","2430","2520","2350","1700","1360"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Costa Rica","CRI","2320","3580","6420","6540","7230","8060","9210","9810","10200","10500","10830","11040"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cote d'Ivoire","CIV","750","640","1080","1170","1200","1130","1240","1340","1460","1490","1520","1540"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Croatia","HRV","NA","5290","13970","13810","13790","14080","13480","13540","13280","12950","12290","12430"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cuba","CUB","2660","2610","5420","5480","5560","5870","6210","6570","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Curacao","CUW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Cyprus","CYP","9510","14860","32090","32560","31330","31500","28950","27050","26560","26210","24320","23720"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Czech Republic","CZE","NA","6310","18300","18650","19210","19420","19350","19270","18790","18250","17630","18160"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Denmark","DNK","24570","32660","60390","60090","61220","61990","61650","63200","63670","60170","56990","55220"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Djibouti","DJI","NA","NA","NA","NA","NA","NA","NA","NA","NA","1740","1840","1880"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Dominica","DMA","2300","3600","6320","6490","6670","6840","6750","6610","6890","6760","7110","6990"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Dominican Republic","DOM","870","2620","4700","4850","5230","5410","5650","5820","6090","6250","6390","6630"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Ecuador","ECU","1370","1540","3880","4090","4410","4900","5410","5830","6130","6000","5800","5890"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Egypt, Arab Rep.","EGY","740","1390","1810","2090","2330","2520","2790","2990","3180","3310","3410","3010"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","El Salvador","SLV","900","2130","3440","3330","3370","3510","3600","3740","3810","3880","3930","3560"
"GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","Equatorial Guinea","GNQ","260","760","14130","12430","9890","11440","13760","13930","13140","10780","8250","7060"
